ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,REG_LIM_AD
"009014095460003358","009","014","095460","00","3358",SE,BVI,"1",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",50.00,1000.00,RUA ITAPEVA,"342",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"009014095460003359","009","014","095460","00","3359",SE,BVI,"1",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",25.00,1127.00,RUA ITAPEVA,"342",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"018052172863000093","018","052","172863","00","0093",SE,BRE,"1",S,S,ZEM,"0",,R,"4","2018",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",291.00,220.00,RUA DR RODRIGO DE BARROS,"313",D,0.00,0.00,,U,,S,RESOLUCAO SMUL.AOC.CTLU/004/2018.,SAO PAULO,SAO PAULO,CENTRO
"018052172863000094","018","052","172863","00","0094",SE,BRE,"1",S,S,ZEM,"0",,R,"4","2018",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",468.00,300.00,RUA DR RODRIGO DE BARROS,"317",D,0.00,0.00,,U,,S,RESOLUCAO SMUL.AOC.CTLU/004/2018.,SAO PAULO,SAO PAULO,CENTRO
"033064192643000084","033","064","192643","00","0084",SE,LIB,"2",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",629.00,629.00,AV TURMALINA,"120",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"035025061166000263","035","025","061166","00","0263",SE,CMB,"3",S,S,ZC,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",400.00,432.00,RUA DOM DUARTE LEOPOLDO,"867",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"005068090328000495","005","068","090328","00","0495",SE,LIB,"4",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1200.00,255.00,RUA BARAO DE IGUAPE,"46",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"010027026174002100","010","027","026174","00","2100",SE,BVI,"3",S,S,ZC,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1654.00,RUA AVANHANDAVA,"485",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"001055101010000255","001","055","101010","00","0255",SE,REP,"2",S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",ZEPEC,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1395.00,AV SAO JOAO,"596",R,0.00,0.00,,U,,S,ZEPEC-BIR.,SAO PAULO,SAO PAULO,CENTRO
"028069148059000037","028","069","148059","00","0037",SE,CMB,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,3436.00,PC ALBERTO LION,"223",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"028069148059000038","028","069","148059","00","0038",SE,CMB,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4386.00,PC ALBERTO LION,"270",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"028069148059000039","028","069","148059","00","0039",SE,CMB,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4081.00,PC ALBERTO LION,"350",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"034007011967000022","034","007","011967","00","0022",SE,CMB,"2",S,S,ZEIS-3,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,3038.00,RUA DONA ANA NERI,"1345",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"034018157678070000","034","018","157678","07","0000",SE,LIB,"1",S,S,ZC,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,500.00,RUA PAULO OROZIMBO,"119",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"010030013560100000","010","030","013560","10","0000",SE,CON,"1",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1005.00,AV ANGELICA,"2133",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"005024003786100000","005","024","003786","10","0000",SE,REP,"2",S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1750.00,RUA AGUIAR DE BARROS,"36",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"005040076643050000","005","040","076643","05","0000",SE,SEE,"1",S,S,ZEIS-5,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,997.00,RUA CONSELHEIRO FURTADO,"130",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"005040080292040000","005","040","080292","04","0000",SE,SEE,"1",S,S,ZEIS-5,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1655.00,RUA DA GLORIA,"153",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"007006153583090000","007","006","153583","09","0000",SE,SCE,"1",S,S,ZEM,"0",,R,"4","2018",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,752.00,RUA DAS PALMEIRAS,"410",D,0.00,0.00,,U,,S,RESOLUCAO SMUL.AOC.CTLU/004/2018.,SAO PAULO,SAO PAULO,CENTRO
"020011077810010000","020","011","077810","01","0000",SE,SCE,"3",S,S,ZEIS-3,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4931.00,RUA CONEGO VICENTE MIGUEL MARINO,"515",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"004049006378010000","004","049","006378","01","0000",SE,CMB,"2",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,11562.00,RUA ALEXANDRE LEVI,"85",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"005078080241100000","005","078","080241","10","0000",SE,SEE,"1",S,S,ZEIS-3,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1800.00,RUA GLICERIO,"114",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"008058151416090000","008","058","151416","09","0000",SE,REP,"1",S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1007.00,RUA GENERAL OSORIO,"260",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"033065153028030000","033","065","153028","03","0000",SE,LIB,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,837.00,RUA PAIS DE ANDRADE,"468",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"035034086142070000","035","034","086142","07","0000",SE,CMB,"3",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,3990.00,RUA HEITOR PEIXOTO,"820",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"019024014273010000","019","024","014273","01","0000",SE,SCE,"2",S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,100.00,RUA ANHANGUERA,"799",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"008002149098000031","008","002","149098","00","0031",SE,SCE,"1",S,S,ZEM,"0",,R,"4","2018",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",450.00,382.00,PC OLAVO BILAC,"64",,0.00,0.00,,U,,S,RESOLUCAO SMUL.AOC.CTLU/004/2018.,SAO PAULO,SAO PAULO,CENTRO
"010021094366030000","010","021","094366","03","0000",SE,CON,"1",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1002.00,RUA ITACOLOMI,"523",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"033057066249060000","033","057","066249","06","0000",SE,LIB,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,480.00,RUA ESPIRITO SANTO,"206",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"033057007978100000","033","057","007978","10","0000",SE,LIB,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1815.00,RUA ALMEIDA TORRES,"88",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"010011095052020000","010","011","095052","02","0000",SE,CON,"1",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,3318.00,RUA ITAMBE,"279",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"038012151530010000","038","012","151530","01","0000",SE,BVI,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1588.00,PC OSWALDO CRUZ,"26",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"038033172847050000","038","033","172847","05","0000",SE,LIB,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1320.00,RUA RODRIGO CLAUDIO,"215",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"033023186180010000","033","023","186180","01","0000",SE,LIB,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,3901.00,RUA TAMAMDARE,"272",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"005022069337020000","005","022","069337","02","0000",SE,SEE,"1",S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",ZEPEC,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,386.00,RUA SENADOR FEIJO,"57",R,0.00,0.00,,U,,S,ZEPEC-BIR.,SAO PAULO,SAO PAULO,CENTRO
"007072000000020000","007","072","000000","02","0000",SE,REP,E,S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",ZEPEC,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,145.00,PC DA REPUBLICA,"465",D,0.00,0.00,,U,,S,ZEPEC-BIR.,SAO PAULO,SAO PAULO,CENTRO
"010052085626020000","010","052","085626","02","0000",SE,CON,"2",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2307.00,RUA HADDOCK LOBO,"234",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO
"049230023116020000","049","230","023116","02","0000",IP,SAC,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",961.00,541.00,RUA ARROIO GRANDE,"396",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"038075085120010000","038","075","085120","01","0000",VM,VMN,E,S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",18744.00,4355.00,RUA PAULA NEY,"693",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"040141199885010000","040","141","199885","01","0000",IP,IPI,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",960.00,495.00,RUA XAVIER DE ALMEIDA,"235",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"045021008338070000","045","021","008338","07","0000",VM,SAU,"3",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",21707.00,2996.00,AV DR ALTINO ARANTES,"77",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"050024039977010000","050","024","039977","01","0000",IP,IPI,"3",S,S,ZEIS-3,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",29426.00,6698.00,RUA CAMPANTE,"410",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"049107012475020000","049","107","012475","02","0000",IP,SAC,"1",S,S,ZC,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,400.00,VI ANCHIETA,"1470",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"040082181722030000","040","082","181722","03","0000",IP,IPI,"2",S,S,ZM,"0",,,"0","0",S,ZC,"0",,,"0","0",QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",4362.00,933.00,RUA SILVA BUENO,"821",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"041159031151030000","041","159","031151","03","0000",VM,MOE,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",5314.00,1000.00,AV BEM TE VI,"77",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"043091003310020000","043","091","003310","02","0000",IP,IPI,"1",S,S,ZEM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",273.00,300.00,RUA AGOSTINHO GOMES,"3328",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"040109034541030000","040","109","034541","03","0000",IP,IPI,"3",S,S,ZM,"0",,,"0","0",S,ZC,"0",,,"0","0",QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",6711.00,1526.00,RUA BOM PASTOR,"1557",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"090479165328010000","090","479","165328","01","0000",SA,SAM,"2",S,S,ZER 1,"0",,,"0","0",S,ZCOR-2,"0",,,"0","0",QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",156474.00,80463.00,RUA VISCONDE DE PORTO SEGURO,"688",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"086231265004010000","086","231","265004","01","0000",SA,CBE,"1",S,S,ZCOR-2,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",540.00,498.00,AV PROF VICENTE RAO,"1575",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"171302185612030000","171","302","185612","03","0000",CL,VAN,"3",S,S,"99","0",,,"0","0",S,QA,"99",,,"0","0",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,RUA JOAO SIMOES DE SOUZA,"37",D,0.00,0.00,,U,,S,Indefinicao por falta de atualizacao no croqui fiscal.,SAO PAULO,SAO PAULO,SUL-SUDESTE
"170010662330040000","170","010","662330","04","0000",CL,VAN,"2",S,S,ZM,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",42289.00,13332.00,RUA ITAJARA,"67",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"086231265004040000","086","231","265004","04","0000",SA,CBE,"2",S,S,ZCOR-2,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",466.00,476.00,AV PROF VICENTE RAO,"1595",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"090105158585050000","090","105","158585","05","0000",SA,CGR,"3",S,S,ZC,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",3340.00,1500.00,RUA PIERRE DE BARANGER,"234",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"086231265004020000","086","231","265004","02","0000",SA,CBE,"1",S,S,ZCOR-2,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",522.00,469.00,AV PROF VICENTE RAO,"1581",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"086231265004030000","086","231","265004","03","0000",SA,CBE,"3",S,S,ZCOR-2,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",531.00,407.00,AV PROF VICENTE RAO,"1585",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"040070119130020000","040","070","119130","02","0000",IP,IPI,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",10011.00,1444.00,RUA LINO COUTINHO,"211",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"036025134465040000","036","025","134465","04","0000",VM,VMN,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",3006.00,492.00,RUA MARIO AMARAL,"426",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"171206630870010000","171","206","630870","01","0000",CL,VAN,"3",S,S,ZC,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",15947.00,3998.00,RUA CHARLES SPENCER CHAPLIN,"85",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"042065159140010000","042","065","159140","01","0000",VM,VMN,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",13788.00,2753.00,RUA PEDRO DE TOLEDO,"1222",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"087079074195040000","087","079","074195","04","0000",SA,SAM,"1",S,S,ZC,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"13",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",27068.00,4333.00,PC DOM FRANCISCO DE SOUSA,"126",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"088089354422050000","088","089","354422","05","0000",SA,SAM,"1",S,S,ZER 1,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",2190.00,800.00,PC CEL LISBOA,"58",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"120034056065010000","120","034","056065","01","0000",AD,CAD,"3",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"15",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",9218.00,1860.00,AV CUPECE,"1860",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"309057035238010000","309","057","035238","01","0000",VM,SAU,"3",S,S,ZC,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",9741.00,2201.00,AV BOSQUE DA SAUDE,"1061",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"045186021083010000","045","186","021083","01","0000",VM,MOE,E,S,S,ZEUP,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1855.00,500.00,AV ARATAS,"999",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"045186000000010000","045","186","000000","01","0000",VM,MOE,E,S,S,ZEUP,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1855.00,500.00,AV ARATAS,"999",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"089594067245040000","089","594","067245","04","0000",JA,JAB,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"15",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",8931.00,1100.00,RUA DAMASCENO VIEIRA,"900",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"088193199311010000","088","193","199311","01","0000",SA,SAM,"2",S,S,ZER 1,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",51277.00,18455.00,AV WASHINTON LUIS,"1527",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"043037115061030000","043","037","115061","03","0000",IP,IPI,"2",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",213.00,107.00,RUA LABATUT,"310",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"091012037249030000","091","012","037249","03","0000",JA,JAB,"1",S,S,ZEU,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",18259.00,3130.00,RUA DOS BURITIS,"128",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"036013168106040000","036","013","168106","04","0000",VM,VMN,E,S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1686.00,RUA DR RAFAEL DE BARROS,"400",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"036013000000040000","036","013","000000","04","0000",VM,VMN,E,S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1686.00,RUA DR RAFAEL DE BARROS,"400",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"170041683370000130","170","041","683370","00","0130",CL,VAN,"1",S,S,ZM,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,125.00,RUA ITAMANARI,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
"166099590070000034","166","099","590070","00","0034",CL,CRE,"1",S,S,ZEUP,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",167.00,134.00,RUA DA CALMA,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE
